Player,DOB,player_key,Team,Position,Games played,Entering NCAA Season,Height Display,Weight Display,Active hand,Nationality,Category,Metric,Per-game value,NCAA Avg,Percentile,Season,Season GP,Season Points,Season Goals,Season Assists,Season PIM
Matthew McGroarty,2003-01-30,Matthew McGroarty|2003-01-30,Quinnipiac,F,37,4,"5'10""",172,Right,,Offense,Inner Slot Shots,0.38,0.559438202247191,28.651685393258425,2025-26,37,6.0,3.0,3.0,
Hayden Hennen,2002-08-13,Hayden Hennen|2002-08-13,Augustana,D,38,4,"6'3""",181,Right,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,38,15.0,3.0,12.0,
Evan Bushy,2002-03-26,Evan Bushy|2002-03-26,Lake Superior State,D,38,4,"6'1""",194,Left,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,38,13.0,3.0,10.0,
Graham Gamache,2002-06-11,Graham Gamache|2002-06-11,Providence,F,36,4,"5'11""",183,Right,,Offense,Inner Slot Shots,0.58,0.559438202247191,58.84831460674157,2025-26,36,17.0,3.0,14.0,
Tucker Ness,2002-11-25,Tucker Ness|2002-11-25,Arizona State,D,25,5,"6'3""",218,Right,,Offense,Inner Slot Shots,0.04,0.09891025641025641,21.794871794871796,2025-26,25,2.0,2.0,,
Charlie Banquier,2002-10-06,Charlie Banquier|2002-10-06,Stonehill,D,37,4,"6'2""",201,Right,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,37,12.0,3.0,9.0,
Colton Cameron,2002-07-07,Colton Cameron|2002-07-07,Bentley,D,40,4,"5'11""",190,Left,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,40,5.0,3.0,2.0,
Seamus Powell,2004-04-26,Seamus Powell|2004-04-26,Merrimack,D,39,5,"6'0""",165,Left,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,39,18.0,3.0,15.0,
Joe Palodichuk,2003-02-26,Joe Palodichuk|2003-02-26,Wisconsin,D,37,4,"6'0""",174,Left,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,37,17.0,3.0,14.0,
Reagan Milburn,2003-02-13,Reagan Milburn|2003-02-13,Lake Superior State,F,24,4,"6'0""",190,Left,,Offense,Inner Slot Shots,0.25,0.559438202247191,12.07865168539326,2025-26,24,5.0,2.0,3.0,
Carter Slaggert,2005-03-04,Carter Slaggert|2005-03-04,Notre Dame,F,37,4,"5'9""",172,Left,,Offense,Inner Slot Shots,0.35,0.559438202247191,24.859550561797754,2025-26,37,8.0,3.0,5.0,
Grayson Arnott,2001-06-14,Grayson Arnott|2001-06-14,Maine,D,12,5,"5'9""",152,Right,,Offense,Inner Slot Shots,0.25,0.09891025641025641,94.87179487179486,2025-26,12,1.0,1.0,,
J.P. Turner,2003-01-31,J.P. Turner|2003-01-31,New Hampshire,F,36,4,"6'0""",194,Right,,Offense,Inner Slot Shots,0.44,0.559438202247191,38.48314606741573,2025-26,36,4.0,3.0,1.0,
Joseph Pierce,2002-10-02,Joseph Pierce|2002-10-02,Minnesota Duluth,D,38,5,"6'0""",196,Right,,Offense,Inner Slot Shots,0.13,0.09891025641025641,79.48717948717949,2025-26,38,5.0,3.0,2.0,
Maxim Strbak,2005-04-13,Maxim Strbak|2005-04-13,Michigan State,D,39,4,"6'2""",203,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,39,19.0,3.0,16.0,
Girts Silkalns,2003-06-30,Girts Silkalns|2003-06-30,Northern Michigan,F,25,4,"6'2""",198,Right,,Offense,Inner Slot Shots,0.52,0.559438202247191,49.71910112359551,2025-26,25,7.0,2.0,5.0,
Luke Mittelstadt,2003-01-22,Luke Mittelstadt|2003-01-22,Minnesota,D,37,5,"5'11""",174,Left,,Offense,Inner Slot Shots,0.19,0.09891025641025641,89.1025641025641,2025-26,37,22.0,3.0,19.0,
David Posma,2003-08-27,David Posma|2003-08-27,Stonehill,D,36,5,"6'0""",170,Left,,Offense,Inner Slot Shots,0.14,0.09891025641025641,82.05128205128204,2025-26,36,10.0,3.0,7.0,
Jack Horbach,2002-05-04,Jack Horbach|2002-05-04,Wisconsin,F,40,5,"5'11""",170,Right,,Offense,Inner Slot Shots,0.4,0.559438202247191,31.741573033707866,2025-26,40,9.0,3.0,6.0,
Tyler Fukakusa,2002-08-14,Tyler Fukakusa|2002-08-14,Northeastern,F,36,4,"5'11""",181,Left,,Offense,Inner Slot Shots,0.36,0.559438202247191,26.54494382022472,2025-26,36,19.0,3.0,16.0,
Henry Nelson,2003-03-25,Henry Nelson|2003-03-25,Notre Dame,D,37,4,"6'1""",174,Left,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,37,13.0,3.0,10.0,
Daniel Panetta,2001-05-20,Daniel Panetta|2001-05-20,Colgate,F,36,5,"6'0""",174,Left,,Offense,Inner Slot Shots,0.33,0.559438202247191,22.6123595505618,2025-26,36,11.0,3.0,8.0,
Cooper Wylie,2001-10-26,Cooper Wylie|2001-10-26,St. Cloud State,D,36,5,"6'1""",190,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,36,15.0,3.0,12.0,
Max Wattvil,2002-08-11,Max Wattvil|2002-08-11,Robert Morris,D,15,4,"6'2""",192,Right,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,15,2.0,1.0,1.0,
Owen DuBois,2002-07-06,Owen DuBois|2002-07-06,Air Force Falcons,F,28,4,"6'4""",201,Left,,Offense,Inner Slot Shots,0.21,0.559438202247191,7.724719101123595,2025-26,28,6.0,2.0,4.0,
Luke Levandowski,2002-09-26,Luke Levandowski|2002-09-26,Lake Superior State,F,29,4,"6'0""",161,Left,,Offense,Inner Slot Shots,0.31,0.559438202247191,18.96067415730337,2025-26,29,8.0,2.0,6.0,
Daimon Gardner,2004-01-18,Daimon Gardner|2004-01-18,St. Cloud State,F,27,4,"6'4""",201,Left,,Offense,Inner Slot Shots,0.37,0.559438202247191,27.668539325842694,2025-26,27,4.0,2.0,2.0,
Ethan Aucoin,2002-08-10,Ethan Aucoin|2002-08-10,St. Cloud State,F,14,5,"6'1""",168,Left,,Offense,Inner Slot Shots,0.29,0.559438202247191,16.713483146067414,2025-26,14,3.0,1.0,2.0,
Nicholas Van Tassell,2004-04-18,Nicholas Van Tassell|2004-04-18,UMass Minuteme,F,27,4,"6'4""",201,Right,,Offense,Inner Slot Shots,0.63,0.559438202247191,66.43258426966293,2025-26,27,12.0,2.0,10.0,
Kyle Kukkonen,2002-11-13,Kyle Kukkonen|2002-11-13,Wisconsin,F,28,5,"5'10""",174,Right,,Offense,Inner Slot Shots,0.46,0.559438202247191,43.11797752808989,2025-26,28,5.0,2.0,3.0,
Spencer Smith,2002-05-20,Spencer Smith|2002-05-20,Mercyhurst,F,14,4,"5'9""",174,Left,,Offense,Inner Slot Shots,0.29,0.559438202247191,16.713483146067414,2025-26,14,3.0,1.0,2.0,
Tyler DesRochers,2003-04-02,Tyler DesRochers|2003-04-02,Mercyhurst,D,34,4,"6'0""",185,Right,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,34,7.0,2.0,5.0,
Cam Mitchell,2001-03-09,Cam Mitchell|2001-03-09,Nebraska-Omaha,F,35,5,"5'9""",181,Left,,Offense,Inner Slot Shots,0.2,0.559438202247191,6.741573033707865,2025-26,35,6.0,2.0,4.0,
Tyler Catalano,2004-02-26,Tyler Catalano|2004-02-26,Cornell,F,36,4,"6'4""",225,Right,,Offense,Inner Slot Shots,0.22,0.559438202247191,8.567415730337078,2025-26,36,2.0,2.0,,
Kash Rasmussen,2001-04-20,Kash Rasmussen|2001-04-20,Canisius,F,33,5,"6'1""",179,Left,,Offense,Inner Slot Shots,0.18,0.559438202247191,6.03932584269663,2025-26,33,7.0,2.0,5.0,
Ryan Rosborough,2000-05-24,Ryan Rosborough|2000-05-24,St. Cloud State,F,34,5,"6'3""",190,Left,,Offense,Inner Slot Shots,0.38,0.559438202247191,28.651685393258425,2025-26,34,6.0,2.0,4.0,
Mitchell Wolfe,2002-07-19,Mitchell Wolfe|2002-07-19,Bemidji State,D,36,5,"6'0""",185,Left,,Offense,Inner Slot Shots,0.14,0.09891025641025641,82.05128205128204,2025-26,36,7.0,2.0,5.0,
Josh Zinger,2001-08-05,Josh Zinger|2001-08-05,St. Cloud State,D,36,5,"5'11""",181,Right,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,36,8.0,2.0,6.0,
Kyle Bettens,2001-07-04,Kyle Bettens|2001-07-04,Northern Michigan,F,31,5,"6'3""",216,Right,,Offense,Inner Slot Shots,0.39,0.559438202247191,30.0561797752809,2025-26,31,12.0,2.0,10.0,
Dawson Good,2002-04-17,Dawson Good|2002-04-17,Vermont,F,35,4,"6'1""",214,Right,,Offense,Inner Slot Shots,0.2,0.559438202247191,6.741573033707865,2025-26,35,6.0,2.0,4.0,
Andy Moore,2002-01-22,Andy Moore|2002-01-22,Northeastern,F,36,4,"5'11""",198,Right,,Offense,Inner Slot Shots,0.06,0.559438202247191,0.5617977528089888,2025-26,36,4.0,2.0,2.0,
Jack Reimann,2002-10-10,Jack Reimann|2002-10-10,St. Cloud State,F,35,4,"6'0""",192,Right,,Offense,Inner Slot Shots,0.23,0.559438202247191,9.410112359550562,2025-26,35,9.0,2.0,7.0,
Owen Neuharth,2001-10-25,Owen Neuharth|2001-10-25,Colgate,F,33,5,"5'11""",176,Right,,Offense,Inner Slot Shots,0.24,0.559438202247191,10.955056179775282,2025-26,33,5.0,2.0,3.0,
Jack Collins,2001-11-13,Jack Collins|2001-11-13,UMass-Lowell,F,16,5,"6'3""",205,Left,,Offense,Inner Slot Shots,0.38,0.559438202247191,28.651685393258425,2025-26,16,1.0,1.0,,
Ben Schoen,2002-05-18,Ben Schoen|2002-05-18,Penn State,F,36,5,"5'8""",154,Right,,Offense,Inner Slot Shots,0.39,0.559438202247191,30.0561797752809,2025-26,36,12.0,2.0,10.0,
Brendan Fitzgerald,2003-03-06,Brendan Fitzgerald|2003-03-06,New Hampshire,D,36,4,"6'0""",165,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,36,16.0,2.0,14.0,
Jayden Sison,2003-01-27,Jayden Sison|2003-01-27,Princeton,F,33,5,"5'10""",170,Right,,Offense,Inner Slot Shots,0.12,0.559438202247191,2.6685393258426964,2025-26,33,8.0,2.0,6.0,
Alfred Lindberg,2002-01-28,Alfred Lindberg|2002-01-28,Rensselaer,F,33,4,"5'11""",187,Left,,Offense,Inner Slot Shots,0.24,0.559438202247191,10.955056179775282,2025-26,33,10.0,2.0,8.0,
Philip Tornqvist,2001-08-24,Philip Tornqvist|2001-08-24,Vermont,D,33,5,"6'0""",194,Left,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,33,9.0,2.0,7.0,
Jack Rogers,2002-09-23,Jack Rogers|2002-09-23,St. Cloud State,F,17,4,"6'2""",190,Right,,Offense,Inner Slot Shots,0.41,0.559438202247191,33.56741573033708,2025-26,17,1.0,1.0,,
Connor McGrath,2003-09-04,Connor McGrath|2003-09-04,Ferris State,F,33,5,"5'11""",154,Left,,Offense,Inner Slot Shots,0.33,0.559438202247191,22.6123595505618,2025-26,33,7.0,2.0,5.0,
Mason Langenbrunner,2002-09-14,Mason Langenbrunner|2002-09-14,Harvard,D,32,5,"6'3""",194,Right,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,32,10.0,2.0,8.0,
Trevor Griebel,2001-03-07,Trevor Griebel|2001-03-07,Long Island,D,34,5,"5'10""",165,Left,,Offense,Inner Slot Shots,0.12,0.09891025641025641,76.28205128205127,2025-26,34,19.0,2.0,17.0,
Patrik Satosaari,2001-06-18,Patrik Satosaari|2001-06-18,Bemidji State,D,16,5,"5'10""",172,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,16,2.0,1.0,1.0,
Nicholas Marciano,2002-05-19,Nicholas Marciano|2002-05-19,Princeton,D,34,5,"6'0""",159,Left,,Offense,Inner Slot Shots,0.26,0.09891025641025641,96.15384615384616,2025-26,34,10.0,2.0,8.0,
Mason Reiners,2001-05-03,Mason Reiners|2001-05-03,St. Cloud State,D,36,5,"6'1""",192,Right,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,36,8.0,2.0,6.0,
Trey Funk,2002-04-11,Trey Funk|2002-04-11,Canisius,F,34,4,"6'1""",181,Right,,Offense,Inner Slot Shots,0.35,0.559438202247191,24.859550561797754,2025-26,34,4.0,2.0,2.0,
Broten Sabo,2002-08-09,Broten Sabo|2002-08-09,Ohio State,D,35,4,"6'3""",205,Left,,Offense,Inner Slot Shots,0.09,0.09891025641025641,63.46153846153846,2025-26,35,20.0,2.0,18.0,
Logan Acheson,2002-04-24,Logan Acheson|2002-04-24,Alaska Anchorage,D,34,5,"5'10""",179,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,34,11.0,2.0,9.0,
Jake Bongo,2003-02-04,Jake Bongo|2003-02-04,Sacred Heart,F,38,4,"5'10""",170,Right,,Offense,Inner Slot Shots,0.53,0.559438202247191,51.26404494382022,2025-26,38,6.0,2.0,4.0,
Aram Minnetian,2005-03-01,Aram Minnetian|2005-03-01,Boston College,D,37,4,"5'11""",194,Right,,Offense,Inner Slot Shots,0.11,0.09891025641025641,71.7948717948718,2025-26,37,11.0,2.0,9.0,
Breck McKinley,2003-10-08,Breck McKinley|2003-10-08,Bowling Green,D,38,4,"5'10""",174,Right,,Offense,Inner Slot Shots,0.13,0.09891025641025641,79.48717948717949,2025-26,38,28.0,2.0,26.0,
Frankie Carogioiello,2002-06-21,Frankie Carogioiello|2002-06-21,St. Lawrence,F,37,4,"5'10""",174,Left,,Offense,Inner Slot Shots,0.11,0.559438202247191,2.106741573033708,2025-26,37,6.0,2.0,4.0,
Ralfs Bergmanis,2002-03-13,Ralfs Bergmanis|2002-03-13,Minnesota State,D,40,5,"5'10""",174,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,40,16.0,2.0,14.0,
Patrick Geary,2004-02-18,Patrick Geary|2004-02-18,Michigan State,D,37,4,"6'1""",192,Left,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,37,11.0,2.0,9.0,
Connor Pelc,2003-04-28,Connor Pelc|2003-04-28,Mercyhurst,F,21,4,"6'2""",205,Right,,Offense,Inner Slot Shots,0.29,0.559438202247191,16.713483146067414,2025-26,21,3.0,1.0,2.0,
Quinn Rudrud,2001-08-18,Quinn Rudrud|2001-08-18,Augustana,F,20,4,"6'2""",185,Right,,Offense,Inner Slot Shots,0.45,0.559438202247191,41.01123595505618,2025-26,20,2.0,1.0,1.0,
Ben Robertson,2004-09-18,Ben Robertson|2004-09-18,Michigan,D,42,4,"5'11""",181,Left,,Offense,Inner Slot Shots,0.1,0.09891025641025641,66.98717948717949,2025-26,42,25.0,2.0,23.0,
John Waldron,2002-11-13,John Waldron|2002-11-13,Arizona State,F,21,5,"6'1""",185,Right,,Offense,Inner Slot Shots,0.24,0.559438202247191,10.955056179775282,2025-26,21,8.0,1.0,7.0,
Nicholas Remissong,2002-05-19,Nicholas Remissong|2002-05-19,Air Force Falcons,F,19,4,"6'0""",185,Left,,Offense,Inner Slot Shots,0.53,0.559438202247191,51.26404494382022,2025-26,19,3.0,1.0,2.0,
Ethan Lund,2001-03-16,Ethan Lund|2001-03-16,Niagara,D,37,5,"5'10""",185,Left,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,37,7.0,2.0,5.0,
Ryan Upson,2001-03-22,Ryan Upson|2001-03-22,Bentley,F,41,5,"6'0""",185,Left,,Offense,Inner Slot Shots,0.22,0.559438202247191,8.567415730337078,2025-26,41,14.0,2.0,12.0,
Brody Gagno,2002-07-29,Brody Gagno|2002-07-29,Holy Cross,D,37,4,"6'1""",190,Right,,Offense,Inner Slot Shots,0.11,0.09891025641025641,71.7948717948718,2025-26,37,10.0,2.0,8.0,
Theo Wallberg,2003-12-04,Theo Wallberg|2003-12-04,Western Michigan,D,38,4,"6'5""",203,Left,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,38,12.0,2.0,10.0,
Kent Anderson,2003-11-13,Kent Anderson|2003-11-13,Denver,D,44,5,"6'3""",205,Right,,Offense,Inner Slot Shots,0.02,0.09891025641025641,0.641025641025641,2025-26,44,4.0,2.0,2.0,
Carter Rose,2002-08-09,Carter Rose|2002-08-09,Union,D,37,4,"6'1""",194,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,37,9.0,2.0,7.0,
Joe Prouty,2001-11-29,Joe Prouty|2001-11-29,Michigan Tech,D,38,5,"6'0""",181,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,38,13.0,2.0,11.0,
Thomas Messineo,2002-05-02,Thomas Messineo|2002-05-02,UConn,D,38,5,"6'0""",190,Left,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,38,7.0,2.0,5.0,
Aiden Dubinsky,2004-04-28,Aiden Dubinsky|2004-04-28,Wisconsin,D,40,5,"6'0""",181,Right,,Offense,Inner Slot Shots,0.1,0.09891025641025641,66.98717948717949,2025-26,40,5.0,2.0,3.0,
Ross Roloson,2003-01-30,Ross Roloson|2003-01-30,Niagara,D,38,4,"5'11""",172,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,38,8.0,2.0,6.0,
Mason Wheeler,2001-09-29,Mason Wheeler|2001-09-29,Minnesota State,D,40,5,"6'1""",194,Left,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,40,8.0,2.0,6.0,
Sawyer Scholl,2002-02-14,Sawyer Scholl|2002-02-14,Minnesota State,F,39,4,"6'2""",190,Left,,Offense,Inner Slot Shots,0.49,0.559438202247191,46.48876404494382,2025-26,39,6.0,2.0,4.0,
Axel Kumlin,2002-02-23,Axel Kumlin|2002-02-23,Notre Dame,D,37,5,"6'1""",196,Right,,Offense,Inner Slot Shots,0.11,0.09891025641025641,71.7948717948718,2025-26,37,14.0,2.0,12.0,
Trevor Taulien,2003-04-14,Trevor Taulien|2003-04-14,Ferris State,D,39,4,"6'5""",225,Right,,Offense,Inner Slot Shots,0.1,0.09891025641025641,66.98717948717949,2025-26,39,6.0,2.0,4.0,
Kirklan Irey,2001-01-08,Kirklan Irey|2001-01-08,Bemidji State,F,37,5,"5'11""",172,Left,,Offense,Inner Slot Shots,0.3,0.559438202247191,18.258426966292134,2025-26,37,12.0,2.0,10.0,
Jack Malinski,2002-06-23,Jack Malinski|2002-06-23,Vermont,D,23,4,"5'10""",170,Right,,Offense,Inner Slot Shots,0.09,0.09891025641025641,63.46153846153846,2025-26,23,10.0,1.0,9.0,
Luke Antonacci,2002-11-26,Luke Antonacci|2002-11-26,Lake Superior State,D,26,5,"5'9""",170,Right,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,26,2.0,1.0,1.0,
Tyler Nasca,2001-01-09,Tyler Nasca|2001-01-09,Mercyhurst,D,26,4,"5'10""",165,Right,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,26,1.0,1.0,,
Rihards Simanovics,2003-10-07,Rihards Simanovics|2003-10-07,Bowling Green,D,26,4,"6'3""",205,Left,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,26,1.0,1.0,,
Brad McNeil,2002-03-15,Brad McNeil|2002-03-15,Rensselaer,F,25,4,"6'1""",181,Left,,Offense,Inner Slot Shots,0.16,0.559438202247191,5.617977528089887,2025-26,25,1.0,1.0,,
Tanyon Bajzer,2002-08-25,Tanyon Bajzer|2002-08-25,Alaska Anchorage,F,23,4,"6'1""",179,Right,,Offense,Inner Slot Shots,0.43,0.559438202247191,36.235955056179776,2025-26,23,4.0,1.0,3.0,
Zachary Tonelli,2002-02-14,Zachary Tonelli|2002-02-14,Brown,F,28,5,"5'9""",170,Right,,Offense,Inner Slot Shots,0.36,0.559438202247191,26.54494382022472,2025-26,28,3.0,1.0,2.0,
Maddox Fleming,2004-02-13,Maddox Fleming|2004-02-13,Notre Dame,F,27,4,"6'1""",194,Right,,Offense,Inner Slot Shots,0.41,0.559438202247191,33.56741573033708,2025-26,27,5.0,1.0,4.0,
James Goffredo,2003-04-24,James Goffredo|2003-04-24,Rensselaer,D,26,4,"5'11""",185,Right,,Offense,Inner Slot Shots,0.04,0.09891025641025641,21.794871794871796,2025-26,26,5.0,1.0,4.0,
D.J. Hart,2002-02-23,D.J. Hart|2002-02-23,Union,D,25,4,"6'3""",209,Right,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,25,6.0,1.0,5.0,
Noah Quinn,2003-06-02,Noah Quinn|2003-06-02,Bemidji State,F,23,4,"6'1""",176,Right,,Offense,Inner Slot Shots,0.35,0.559438202247191,24.859550561797754,2025-26,23,6.0,1.0,5.0,
Blake Mesenburg,2002-06-05,Blake Mesenburg|2002-06-05,Miami,F,24,5,"5'11""",183,Left,,Offense,Inner Slot Shots,0.12,0.559438202247191,2.6685393258426964,2025-26,24,2.0,1.0,1.0,
Axel Begley,2003-12-16,Axel Begley|2003-12-16,Minnesota,D,27,4,"6'2""",190,Left,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,27,1.0,1.0,,
Greg Japchen,2001-12-17,Greg Japchen|2001-12-17,Robert Morris,D,33,4,"6'4""",205,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,33,2.0,1.0,1.0,
Casey Aman,2003-01-15,Casey Aman|2003-01-15,Penn State,D,30,4,"6'0""",185,Right,,Offense,Inner Slot Shots,0.07,0.09891025641025641,50.0,2025-26,30,5.0,1.0,4.0,
Griffin Ludtke,2003-02-01,Griffin Ludtke|2003-02-01,Nebraska-Omaha,D,37,5,"5'10""",170,Left,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,37,18.0,1.0,17.0,
Cal Thomas,2003-05-08,Cal Thomas|2003-05-08,Minnesota,D,32,5,"6'0""",185,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,32,5.0,1.0,4.0,
Valtteri Piironen,2001-09-11,Valtteri Piironen|2001-09-11,Ferris State,D,29,5,"6'4""",201,Left,,Offense,Inner Slot Shots,0.07,0.09891025641025641,50.0,2025-26,29,8.0,1.0,7.0,
Nick Young,2001-09-12,Nick Young|2001-09-12,Union,D,37,5,"6'3""",216,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,37,4.0,1.0,3.0,
Liam Lesakowski,2003-12-12,Liam Lesakowski|2003-12-12,Sacred Heart,D,35,4,"6'5""",220,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,35,5.0,1.0,4.0,
MacDonald Gadowsky,2002-01-10,MacDonald Gadowsky|2002-01-10,Penn State,D,35,4,"6'3""",185,Left,,Offense,Inner Slot Shots,0.2,0.09891025641025641,90.7051282051282,2025-26,35,15.0,1.0,14.0,
Kyler Kovich,2002-01-31,Kyler Kovich|2002-01-31,Minnesota Duluth,F,39,5,"6'2""",181,Left,,Offense,Inner Slot Shots,0.13,0.559438202247191,3.2303370786516856,2025-26,39,1.0,1.0,,
Ethan Straky,2003-04-18,Ethan Straky|2003-04-18,Ohio State,D,33,5,"6'0""",187,Right,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,33,7.0,1.0,6.0,
Crossley Stewart,2002-05-30,Crossley Stewart|2002-05-30,RIT,D,34,4,"6'3""",190,Left,,Offense,Inner Slot Shots,0.09,0.09891025641025641,63.46153846153846,2025-26,34,11.0,1.0,10.0,
Austin Oravetz,2003-09-26,Austin Oravetz|2003-09-26,Merrimack,D,39,4,"5'9""",192,Right,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,39,13.0,1.0,12.0,
Jan Olenginski,2003-03-23,Jan Olenginski|2003-03-23,St. Lawrence,D,35,4,"5'9""",170,Right,,Offense,Inner Slot Shots,0.11,0.09891025641025641,71.7948717948718,2025-26,35,6.0,1.0,5.0,
Garrett Valk,2002-10-20,Garrett Valk|2002-10-20,Long Island,D,34,4,"6'3""",205,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,34,4.0,1.0,3.0,
Vincent Corcoran,2001-09-21,Vincent Corcoran|2001-09-21,Bemidji State,D,33,5,"5'8""",165,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,33,7.0,1.0,6.0,
Mason Poolman,2002-01-31,Mason Poolman|2002-01-31,St. Thomas,D,37,4,"6'1""",179,Left,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,37,5.0,1.0,4.0,
Chase Cheslock,2004-10-25,Chase Cheslock|2004-10-25,St. Thomas,D,37,4,"6'3""",205,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,37,25.0,1.0,24.0,
Sean Vlasich,2001-04-20,Sean Vlasich|2001-04-20,Army West Point,D,33,5,"5'9""",174,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,33,3.0,1.0,2.0,
Kevin Anderson,2003-09-15,Kevin Anderson|2003-09-15,Princeton,F,34,4,"6'0""",174,Left,,Offense,Inner Slot Shots,0.15,0.559438202247191,5.056179775280898,2025-26,34,5.0,1.0,4.0,
Dalton Norris,2001-09-28,Dalton Norris|2001-09-28,Bowling Green,D,29,5,"5'10""",183,Left,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,29,15.0,1.0,14.0,
Mike Brown,2001-04-03,Mike Brown|2001-04-03,Lake Superior State,D,35,5,"6'2""",209,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,35,7.0,1.0,6.0,
Bryan Huggins,2002-03-26,Bryan Huggins|2002-03-26,Lake Superior State,D,31,5,"5'11""",181,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,31,5.0,1.0,4.0,
Tanner Rowe,2002-08-26,Tanner Rowe|2002-08-26,Ferris State,F,31,4,"6'1""",179,Left,,Offense,Inner Slot Shots,0.55,0.559438202247191,54.634831460674164,2025-26,31,5.0,1.0,4.0,
Easton Zueger,2003-06-07,Easton Zueger|2003-06-07,Army West Point,D,30,4,"5'10""",187,Right,,Offense,Inner Slot Shots,0.07,0.09891025641025641,50.0,2025-26,30,7.0,1.0,6.0,
Tynan Ewart,2002-02-26,Tynan Ewart|2002-02-26,Northern Michigan,D,34,4,"6'2""",187,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,34,10.0,1.0,9.0,
Gabriel Lunn,2003-08-01,Gabriel Lunn|2003-08-01,Robert Morris,D,36,4,"6'0""",190,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,36,8.0,1.0,7.0,
Bennett Zmolek,2002-04-17,Bennett Zmolek|2002-04-17,North Dakota,D,34,4,"6'3""",190,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,34,4.0,1.0,3.0,
Grayson Dietrich,2001-12-18,Grayson Dietrich|2001-12-18,Niagara,F,37,4,"6'2""",185,Left,,Offense,Inner Slot Shots,0.27,0.559438202247191,14.606741573033707,2025-26,37,5.0,1.0,4.0,
